Zona,Nome,Domicílios,Famílias,População,Matrículas Escolares,Empregos,Automóveis Particulares,Viagens Produzidas,Viagens Atraidas,Área (ha)
344,Caieiras,17209.000000000004,17209.000000000004,52689.99634960046,13624.850136777224,28004.635388897277,10599.592868955098,109203.84593627937,109450.34976781087,1990.04
345,Serpa,13002,13002,41145.99298403638,7968.571985078635,9840.428040514145,5771.320026942544,38673.72036508969,38673.720365089684,691.49
346,Santa Inês,0,0,0,0,378.6496233742135,0,124.9083550802389,124.9083550802389,4080.68
347,Cajamar,22993.00000000002,23599.04000000002,69567.01993336272,16610.36642038297,27940.97202645602,19952.955313445767,118232.55164717103,118149.10287520922,4855.8
348,Jordanésia,1656.9999999999995,1700.2666666666662,5011.00153101333,501.25993582182025,2794.561328571336,1415.4113731809914,9149.555539146057,9059.535197981982,8307.85
349,Cristais,0,0,0,0,257.9665313511863,0,292.31016966941223,292.31016966941223,4251.83
350,Baltazar Fidélis,21377,21377,71943.99394096831,11946.838918570431,9827.216547792654,11360.4792584453,64960.94717777579,63964.6039539971,2505.16
351,Franco da Rocha,22743.999999999993,25228.19251336898,75681.00945958901,19214.769667684264,15225.9568257449,13509.69448012869,117117.00901230937,116457.57617551132,1417.58
352,Parque do Juqueri,0,0,0,0,4932.905206807514,0,6832.927789335375,7507.1786068194615,2551.34
353,Palmares,0,0,0,0,476.2325470772809,0,378.79517236044063,378.79517236044063,2721.22
354,Sete Voltas,0,0,0,0,434.72078670769264,0,492.59609863247334,492.59609863247334,560.42
355,Afonso Moreno,19075,19075,58623.995704022265,12867.071688862758,17615.7432163875,10262.217077299041,87803.55688264438,87400.92926927881,744.81
356,Francisco Morato,33387.999999999956,33387.999999999956,105824.02115398989,24730.083704470286,14310.978427534046,11935.666773842113,131633.25032900457,131109.73890975708,1857.33
357,Cascatas,1620.9999999999993,1620.9999999999993,5221.998664139528,823.1186374024373,791.1586637997013,497.52882910894095,4794.242644558704,4778.615380898677,1758.38
358,Mairiporã,13691.99999999999,13691.99999999999,43903.99421256373,8692.229535941802,14358.331450146032,8542.823660197715,55284.88173224435,54688.249635257336,4886.1
359,Paiva Castro,5629.000000000004,5629.000000000004,17804.99539490286,1990.9405609392331,8250.915151072524,3451.786864418163,24556.224884455114,24396.04748371753,6751.3
360,Colinas,5732,5732,18078.00296543605,3169.545953078148,9922.0214638565,3786.0691028208753,27205.175654680283,27358.11180723123,5553.1
361,Pirucaia,4295.000000000002,4295.000000000002,14906.000882739743,2004.7890905585084,4834.8842529383155,2605.9424200866615,16341.429018464196,16565.461559030584,14953.5
362,Guarulhos,5117.0000000000055,5117.0000000000055,13285.000043792876,27709.353676731982,30264.166956989484,4568.746295626549,121603.4276875752,121218.83200467066,164.41
363,Macedo,14880.999999999996,14880.999999999996,41525.000782291674,16353.6060542907,34785.472285245494,10150.040831294906,127463.498854659,128781.0198584297,382.09
364,Cumbica,4172.000000000003,4172.000000000003,13419.002838433607,1443.8504018039202,27065.05645504082,1878.7014945815476,42524.41051890492,42888.073814089614,689.34
365,Várzea do Palácio,1619.000000000001,1619.000000000001,4709.001338686352,321.2555154945049,16452.84888286225,1179.4002997355876,25788.01874842405,24518.972148471414,646.76
366,Ponte Grande,10970.999999999996,10970.999999999996,31524.993973855875,6935.308003231701,37648.547457951725,9715.00944494164,97909.46021884421,96566.82898690617,874.87
367,Gopouva,10200.999999999998,10200.999999999998,27783.997359096335,4988.235186571885,11390.892422346256,9060.043170278755,50310.19092328417,49926.213651360056,202.39
368,Vila São Rafael,17772.00000000004,17772.00000000004,52057.011312831244,13385.479594286135,20825.381980572478,8085.794836169126,92873.58026166428,92983.84203124321,401.04
369,Vila Rosália,18787.000000000004,18787.000000000004,55982.99295736444,18053.13067330537,21184.735973953648,15887.925115637414,114852.98649430329,114737.1808992659,434.65
370,André Luiz,29203.999999999996,29975.799999999996,85786.00993116897,20711.501930952458,32461.155009308146,25852.878869597924,160750.10897127748,160603.2787985478,579.59
371,Jardim Santa Clara,24919.00000000002,24919.00000000002,75496.00302350364,16347.770626409423,9976.725747921959,21006.593295067563,105695.47827410958,106021.76271856674,462.74
372,Parque CECAP,22384.99999999998,22999.249999999978,66737.99472584172,12560.179039630333,13916.074912630316,14166.402995456967,102369.70431768571,102505.42516674689,471.79
373,Taboão,21778.999999999978,21778.999999999978,70679.01141657263,20519.830636413204,20586.74401340123,15588.807465998794,144841.713636514,145009.96420388963,529.11
374,Aeroporto,0,0,0,0,17785.79454586728,0,40915.7337331291,37108.567505021354,1324.93
375,Jardim Presidente Dutra,27319.000000000004,27319.000000000004,87688.98804479584,18528.17024299682,31779.641175086228,15230.050091180363,127978.91890934641,128211.45170975724,892.25
376,Baquirivu,12772.999999999995,14425.967592592586,40451.99098413029,12172.04630167997,19818.44040592261,8882.28081298678,92449.8590600967,93922.39784968206,1046.37
377,Água Chata,57841.000000000065,57841.000000000065,187611.00016859552,44791.79948901538,56986.39367172939,35991.58594608774,364740.66683484067,364271.3641455157,2422.5
378,Pimentas,31063.00000000002,31063.00000000002,98638.98302149464,18832.458232207387,38668.160170393596,18915.724956368205,133416.67528087285,132335.3280868637,1685.56
379,Cabuçu,19028,19028,60115.99648708688,8687.997431646434,13236.339376564278,10729.116846156916,91141.49940369188,91260.84752600177,752.36
380,Invernada,31384.00000000002,32107.136363636382,104648.01265232943,22066.2874130568,17487.114666095407,10296.321323858198,137190.51970996815,136591.73117570954,2194.83
381,Morro dos Macacos,0,0,0,0,0,0,0,0,3533.19
382,Chácaras Bananal,30357.999999999975,32917.67316341826,98770.96650086211,19455.128042295415,18544.59665739091,15417.59808225941,178041.4788435302,178819.12071798413,1815.89
383,Estrada de Nazaré Paulista,23447.999999999985,23447.999999999985,76800.99449099439,19291.355187277848,14757.877977087444,9772.44260391047,109918.59925594795,110383.85413178598,1215.48
384,Água Azul,8952.000000000004,9546.842105263164,28883.995210855417,6180.722589828508,9037.793663377652,4885.006688132446,49910.142636352655,49537.57468515205,3389.29
385,Vasconcelândia,0,0,0,0,452.0472590649344,0,843.8434242273127,843.8434242273127,5829.8
386,Arujazinho,1165.0000000000002,1165.0000000000002,3893.9995364285696,1071.2054909843955,4158.793817528745,675.4101350676933,10029.467526324883,10163.481734767309,4190.39
387,Arujá,23498.99999999999,24203.334298544858,76091.00145083654,19391.378842165224,30542.235049041126,14039.71027037028,131530.27837393334,128975.71731636787,3193.71
388,Fazenda Velha,1971.9999999999995,1971.9999999999995,6394.000206531928,1104.7271470460564,3180.7139432117788,1119.3801852256718,9972.424265663563,10236.521393781275,2249.46
389,Santa Isabel,13236.999999999996,13839.99415204678,40476.993915446445,8256.593591455581,16906.24994364201,5989.323607658091,76349.93191820548,76863.40976721926,3989.66
390,Jaguari,4528.000000000001,4976.7153467830985,13603.000578190156,968.9271242827683,2720.26202202815,1961.4709846461433,16383.66598890317,15756.285520495916,32425.2
391,Ferraz de Vasconcelos,26621.99999999998,26621.99999999998,82615.99344255708,23663.212894482058,19106.96610664727,15458.843946737827,109136.25066629826,112578.65004345919,991.01
392,Paiol Velho,0,0,0,0,485.3672969497492,0,977.5650447747068,977.5650447747068,1027.08
393,Santos Dumont,33179.000000000015,33179.000000000015,104804.00115635939,18238.188471721624,24782.14684441873,17044.876326340385,145005.06851566143,141809.25083912577,945.21
394,Jardim São José,6077.000000000003,6142.608695652177,20038.999208704856,2939.9759966295715,4019.3439060093533,3595.809265521608,34263.0076298105,34891.47794670548,407.85
395,Poá,29553.99999999999,29553.99999999999,93454.98296569443,26398.81294408074,30491.31442204655,12068.62310644453,147730.08649534438,147689.58888587565,1322.41
396,Itaquaquecetuba,33407.99999999998,33407.99999999998,106622.99933660877,23754.863598647975,29456.95594591799,18310.840888729614,191432.63278627835,191184.79173470847,1132.92
397,Quinta da Boa Vista,22477.999999999975,22802.056338028142,71597.99862053343,22310.263911978847,24159.48819960851,4877.425137625369,117372.18047021741,118377.45548012399,1419.81
398,Bonsucesso,34453.000000000015,34453.000000000015,110432.99013264237,23065.915228700007,23415.164360590254,18477.841529723846,151277.7802815644,151591.63404902487,3075.76
399,Pinheirinho,21758.999999999945,21758.999999999945,70562.9878403573,13018.38908163765,11849.264287115659,7926.839426091871,78384.79567716403,77878.24385815175,2650.99
400,Miguel Badra,33930.99999999999,33930.99999999999,111947.98667480715,20289.20779862212,31750.25981945804,14412.97440160231,164405.29296091726,165431.7545601947,3270.75
401,Suzano,43772.00000000001,43772.00000000001,136108.00227909265,43724.10442488985,54715.28361028491,25266.1139034624,304051.21554858156,303346.9099972218,3452.13
402,Guaió,6383.000000000002,6383.000000000002,20755.00469198964,4659.9937095799905,5380.285128254169,4653.560484261407,29495.993553812757,29495.99355381276,8721.28
403,Ouro Fino,4788.000000000002,4788.000000000002,15737.001584506936,2381.6755845801786,3908.2708792812477,2425.2034809426314,23150.294937758004,23155.65380267392,5222.79
404,Mogi das Cruzes,30232.000000000007,30232.000000000007,87648.00857193796,34733.56381959173,50733.278636930365,18321.170170468344,246083.199822767,245741.53033205884,1358.15
405,Estudantes,12461.999999999995,12461.999999999995,33892.00371009756,17327.115739420275,19179.714748749208,9718.796778812262,78612.2994363945,78505.69043423036,995.8
406,Vila Oliveira,11712.999999999993,11846.799999999992,35117.99217073621,15659.616267281232,22450.694004784746,9196.814779081942,92525.07381068381,92262.02878031752,2914.74
407,Brás Cubas,35834.99999999999,35834.99999999999,113996.97346558378,24557.967100165806,28756.425559865806,24751.66002052888,194154.65953802704,194103.27584597375,2147.95
408,Jundiapeba,14439.999999999993,14439.999999999993,47561.00315130673,8684.801032219328,16277.442373121721,5881.255820883263,64941.027051640805,66206.72598839029,2374.68
409,Jardim Graziella,5121.0000000000055,5121.0000000000055,16793.997275931302,3364.9420707736667,3981.2837290835205,2516.080395442449,24701.775180926154,24750.791417562123,3985.96
410,Itapeti,2995.999999999998,2995.999999999998,9392.0004064861,1327.5718091551523,6308.77019049807,1257.4329634293874,16627.763132039607,16522.07377929803,15936.9
411,Sabaúna,4722.000000000001,4722.000000000001,15365.000391015725,3021.6418125673003,5266.469096045983,3333.590143800942,24486.937859977268,24606.05872143656,4422.81
412,César de Souza,11986.000000000002,11986.000000000002,36330.000205884644,7344.968096031961,11213.693809766584,8567.488414564898,54897.847735452415,55292.088326220975,2932.91
413,Taiaçupeba,8124.000000000003,8124.000000000003,26705.001960453676,6349.575355939182,6169.33562768754,5157.273377489363,36468.730970601086,36468.73097060109,34359.29
414,Biritiba-Mirim,9984.000000000004,10574.444444444447,31476.99781376876,6825.930204602451,9192.553891071904,6170.848919303487,55225.04288822365,55133.661170280786,31812.79
415,Salesópolis,5233,5233,16559.003765800415,3853.9113286575075,3799.5880270190282,2795.794505731402,31692.63398511821,32178.22604833246,42596.88
416,Guararema,9154,9154,28601.00343287243,6668.1650567020415,10200.728089365864,7164.02192906581,46773.82945040221,46773.82945040223,27143.95
417,Santa Paula,16180.999999999993,16180.999999999993,43769.00171695727,11337.434141917915,24229.12068850211,13022.804800483234,111087.51094058836,110766.35187240381,294.73
418,Vila Gerti,17887.00000000001,17887.00000000001,50488.00803802919,16391.540607746287,14177.898694887266,13155.140965409124,92138.41023902458,91971.89454938885,380.18
419,Estrada das Lágrimas,12921.999999999987,12921.999999999987,37410.998420764285,17107.506170050947,17914.93151480199,8103.168826344153,95037.27703052278,94896.28603674017,360.05
420,Santo Antônio,1527.000000000001,1527.000000000001,4460.000986344077,600.4663309994021,9105.889892894156,891.8593232852584,19182.225390477863,19202.240085853842,133.88
421,São Caetano do Sul,5082.999999999996,5082.999999999996,14828.001643903764,10062.583343065518,39405.72150871006,3874.8693800418596,79322.42508993363,79502.21358900036,367.7
422,Santo André,21667.000000000022,21667.000000000022,55759.00005908377,56298.37868649288,82692.3890805597,23294.48626355312,335586.3294293187,336063.6527952088,795.2
423,Vila Gilda,11304.999999999993,11304.999999999993,31450.998781933864,5900.592631451113,9690.484757215705,10045.144231991631,48981.60445691859,49039.45785698326,291.6
424,Valparaíso,8297,8297,23801.99694962117,11961.385271197254,10900.59341703456,5143.764473769428,47964.701908650226,47250.61351081484,246.83
425,Sacadura Cabral,8752.999999999998,8752.999999999998,26843.001666972446,2339.24946280358,6880.917369410591,3422.840403344277,37228.98705263686,37228.98705263686,179.89
426,Campestre,7218.999999999998,7218.999999999998,19641.99931661641,13087.099238151315,16189.873431452233,7486.722295973757,50356.45893426745,50159.15882558204,287.09
427,Utinga,14882.999999999982,14882.999999999982,41926.011462854294,8752.09335853511,16510.532007090056,9780.994344277076,72337.751842647,72371.21069409416,566.15
428,Vila Lucinda,18049.00000000002,18259.120000000017,51991.004940250146,14097.40489795441,12174.830596970798,13704.414065757794,90994.34123516719,90790.7446925311,457.81
429,Parque Oratório,19751.999999999996,19751.999999999996,59712.0153394069,9937.30380614515,16058.53076766961,20584.601866330242,100722.85300488486,101046.01314643731,578.55
430,Parque das Nações,13590.999999999996,13590.999999999996,40869.99599806909,6185.414711154208,12528.602650779556,5081.870246892872,67808.78259460024,68141.41853900043,527.79
431,Jardim do Estádio,35635.000000000015,35635.000000000015,105757.99361334348,15100.615026618168,32500.63418171527,31133.081878546094,182665.0477463531,182334.9182408885,1142.33
432,Carijós,37828.99999999997,37828.99999999997,111442.01435929819,17294.68312243186,35763.62112410837,32187.477172728777,182025.66259007712,182380.65917942187,914.11
433,Parque do Pedroso,36761.999999999985,36761.999999999985,117905.02543249082,15823.184179420214,19947.925191723796,17818.661555495888,140093.34393582153,139038.7882805814,3164.82
434,Paranapiacaba,897,912.5714285714286,3038.9988952904646,95.7038962882483,1293.6443676401605,506.4394587265617,6371.264320437934,6225.753208388402,8465.27
435,Capuava,11895.000000000011,11895.000000000011,34163.99650418404,4850.58625433006,32783.98152750375,10102.560161512036,76102.22705165399,76230.80582197192,1957.14
436,Mauá,44489.000000000065,44489.000000000065,127883.02214744895,44339.69157946795,57134.10685331945,30161.75410352956,262716.7370435285,262833.0734674177,1131.35
437,Jardim Zaíra,53568.999999999854,53568.999999999854,167856.05385774712,28929.02897337959,37171.000139364325,25112.267799859816,231013.3362126843,233322.46536998672,1240.23
438,Barão de Mauá,31776.99999999997,31776.99999999997,95760.97392670374,21289.268161268323,20361.905968865958,18765.113658203893,123248.60657504066,122392.63780511027,604.52
439,Estrada do Carneiro,8015.999999999992,8015.999999999992,25271.998899547973,493.90025921052643,2891.8315427634384,5468.224637367016,26567.178333357166,26490.633423663672,1268.48
440,Ribeirão Pires,26817.00000000001,26817.00000000001,81235.01960891041,20737.625995104383,32150.236870687913,14918.550518754571,176417.90958602566,176394.6064344603,5256.82
441,Jardim Santa Luzia,7391,7391,22824.00187764591,3356.3944025783094,3383.639587098924,5910.5533405310525,26522.969553549556,26892.17586176742,2519.74
442,Ouro Fino Paulista,4443.000000000004,4443.000000000004,13727.997996818618,1742.2831631664476,3680.3541839812215,3533.066537998235,18231.909595286434,18621.508008149027,2156.26
443,Parque Sete Pontes,4248.999999999999,4248.999999999999,12912.99999514161,2174.2458259154246,2848.508989001126,1920.6176426664597,14437.883551482462,14478.991249301913,1886.11
444,Rio Grande da Serra,11981,11981,35591.99185848876,10535.115493182237,5630.939565867808,4316.686068641066,47290.74242771761,47464.90324186139,1756.13
445,Planalto,32863.99999999999,32863.99999999999,95481.96827780403,26073.992141864288,37657.79292116673,30433.613702318995,177985.93708699857,177778.06326413265,1109.34
446,Paulicéia,19333.00000000002,19333.00000000002,54987.99001546049,11305.724688655404,36775.876168845716,16729.655696152113,117564.42737684636,117276.45226597907,805.47
447,Rudge Ramos,16925.000000000004,16925.000000000004,44473.992850533505,24166.016539695953,25063.836360966223,16987.53432519483,104526.95157869799,105037.19151409595,470.61
448,Baeta Neves,17233,17233,45474.01114326017,23772.196596750677,31486.539524385735,15799.180759643916,138770.06477367206,139749.86325286352,535.87
449,São Bernardo do Campo,25515.999999999956,25515.999999999956,67205.01456667793,34750.78217655753,71660.58119769428,27567.911884708472,252675.72615026374,252354.3793197938,742.96
450,Montanhão,56185.999999999935,56185.999999999935,172259.99125067636,26091.981554107864,42536.16725768794,32373.960553039415,250264.2807487476,249937.73663949972,1054.93
451,Demarchi,34614.99999999997,34614.99999999997,102171.00218027392,21347.756710582995,40123.67238912749,24785.812639318545,165815.99001165156,166085.24751863384,1059.42
452,Riacho Grande,14345.00000000001,14345.00000000001,47136.99476532096,9892.290694444895,11361.4073495242,10566.96956190595,61053.23609071593,60988.68808429052,3065.46
453,Caminho do Mar,9713.999999999998,9713.999999999998,30619.989317859283,4584.140654978641,6289.379682227376,8687.23688241205,34445.28150567449,34557.008844220225,28151.71
454,Reservatório Billings,45432.999999999935,45432.999999999935,142928.97888632974,19884.874428337833,47129.22480878509,30590.52532030137,225931.12936623997,225343.50968141793,4043.04
455,Diadema,20134.99999999999,20134.99999999999,57426.004231600615,31916.67032164814,45430.507313422095,10072.859725273873,178702.22646059637,179317.7466691637,493.35
456,Jardim das Nações,33239.00000000002,33239.00000000002,99606.01271362028,19545.631464345268,31947.765144885256,19279.75771165261,166649.3946922539,167040.00421768115,591.18
457,Piraporinha,35119.00000000004,35119.00000000004,107954.98267123477,21289.066443048447,50648.717382167655,16803.747180135313,183740.30038433036,183801.5780940306,763.86
458,Vila Conceição,20364,20364,61243.008813142194,7560.324460354548,19426.912295053153,8688.903151044013,92108.31179126109,92298.85671091924,371.2
459,Eldorado,24323.999999999996,24323.999999999996,74517.01388053485,19417.426261395914,13100.720042957682,7526.722118918596,83883.10094990833,82583.55634734547,866.88
460,Taboão da Serra,20200.000000000007,20677.565217391315,59134.98701053222,23165.97728966753,33351.017800575195,18625.137107726012,124323.13058830124,124760.28433259387,526.97
461,Jardim Irapuã,15848.999999999987,15848.999999999987,48078.99941681652,8021.779867434387,14888.904629724992,9629.759096483564,78318.27983282178,77725.69217963991,406.71
462,Parque Pinheiros,31320.999999999967,31320.999999999967,100970.98142156086,16325.589418053225,17793.1051052185,17458.184685661232,147085.052962102,148629.08071888884,723.48
463,Parque Industrial,20618.999999999985,20618.999999999985,66834.00272707938,18521.09438579152,18392.195847941603,9732.163847513782,117018.68018179928,114542.66111709492,386.21
464,Santo Eduardo,23135.000000000004,23135.000000000004,72697.98617504061,17328.01311736442,16506.726753707917,13400.54487996012,116761.54153800794,115711.38271588713,318.72
465,São Marcos,35640,37367.433333333334,116026.02653252284,27076.89194785534,16161.859239712254,28796.889509839726,186860.24757970302,186180.03437080063,1868.03
466,Embu das Artes,17535.99999999999,17535.99999999999,55726.00592891261,20376.559859787667,38482.808227842994,7963.2524660371255,137720.79368546928,137821.18180751934,1469.34
467,Ressaca,6294.000000000003,6294.000000000003,19596.99654765139,3940.123307918253,10786.93246266616,5089.438377068444,32978.820469020764,33095.04487423619,3398.73
468,Itapecerica da Serra,46676.99999999996,46676.99999999996,152618.02321035217,38791.2231591918,47801.16869479628,24690.389403926718,259992.22746266908,257785.5509871301,7478.56
469,Jardim Petrópolis,1764.0000000000005,1764.0000000000005,5258.001336515702,793.0562209123988,1352.7169449910543,1696.4474671504868,6658.069730153766,6702.080711579867,4132.43
470,Embu-Mirim,2434.9999999999995,2434.9999999999995,7934.00118489523,812.2694417537688,4993.995445063911,1339.2717504634616,15227.300277839067,15174.037275907584,3509.86
471,São Lourenço da Serra,5084,5213.038461538462,15204.998583579367,2875.8720377178147,5366.748729771807,3893.3473096201797,20143.052354105952,20250.79856095092,18674.34
472,Embu-Guaçu,12720.00000000001,12720.00000000001,39957.99960228649,10818.70126704485,14009.429529577188,9885.228532818372,71736.9531609699,71277.59970361616,7756.92
473,Cipó,6519.999999999998,6519.999999999998,20953.00444831972,4449.280503739721,3841.583317541018,4039.105333892407,25516.594692335933,25445.70783141063,2226.59
474,Santa Rita,1942.0000000000005,1942.0000000000005,5950.9991650731745,1411.6524549811884,2293.284130843847,1614.3546988023443,8766.345831742843,8837.66443204947,5614.14
475,Juquitiba,9966.999999999996,9966.999999999996,29995.003405619078,7153.798676588925,9420.21056112467,7230.185198809858,43859.52846252574,44216.72457848912,52333.22
476,Barueri,27120.00000000003,27120.00000000003,82966.98700530216,25846.964316968453,49714.80877359506,15788.281156811105,174819.08271227396,175671.6127093144,1469.12
477,Aphaville,15103.999999999998,15580.199999999999,46305.005134750965,22530.952174407837,30825.521152536578,18565.774737653643,119521.96676051813,117814.56536086486,1201.4
478,Tamboré,0,0,0,2435.758743471027,83769.40820035926,0,127517.72385235364,128634.74280969458,890.13
479,Antônio João,0,0,0,2267.638665321782,6748.619071231975,0,15700.267182501575,15700.267182501571,593.61
480,Vutopoca,13421.999999999993,13421.999999999993,42050.00682614735,12734.646066930803,8529.370335984344,7267.887572368707,62026.38320840876,62098.52749123731,473.35
481,Jardim Silveira,20639.999999999993,20639.999999999993,64789.99708624904,20173.296971149095,19618.714389548768,13507.65525828075,107119.78882795287,106986.74331213854,312.03
482,Jardim Belval,6353.9999999999945,6353.9999999999945,19794.000508581194,6248.961969482887,11137.81898648744,2853.6412505863696,42616.182003175054,42480.56843541635,350.02
483,Morada dos Lagos,1086,1086,3319.0006057916667,750.2870381949078,5479.632769319752,1459.3360514928922,12005.080169203395,12062.69997864748,1293.93
484,Cidade Ariston,41987.99999999995,42793.976744185995,131693.00326110766,18224.61758109336,19729.94529029147,19418.143493956188,149251.78706650386,149495.9909883603,790.35
485,Carapicuíba,37827.00000000004,38607.25000000004,110672.99770188594,36457.24477163248,26287.370112942084,23892.301632643645,194578.71973420342,193315.47428380093,776.67
486,Jardim Planalto,21991.000000000007,21991.000000000007,69643.99993825812,13239.60073514205,18951.72795397194,12733.918193355825,115833.73518848476,115650.85254708819,422.4
487,Aldeia de Carapicuíba,10757,11048.074074074075,33782.99011624677,4739.5939459149295,7849.246366107526,7885.631680917019,42351.23836549913,42727.49426348753,572.62
488,Estrada do Jacarandá,13183.999999999989,13183.999999999989,43647.992199544395,9916.641201796787,8532.77002950048,11039.705299332123,67579.8525683998,66768.98903956791,900.41
489,Osasco,1723.9999999999984,1723.9999999999984,4455.000077053659,12446.499168216775,23774.155267355665,1345.4018263314422,90108.85385684343,90864.15204950362,188.93
490,Vila Yara,4394,4394,11521.998564024945,15643.414532410443,26788.095504703953,3349.1885152601863,73794.47209821118,73664.96348951026,243.57
491,Bussocaba City,12599.999999999996,12599.999999999996,36899.99454767115,12134.510780281522,15880.547244282867,15748.386945779357,73308.08327516688,69545.68489365248,469.51
492,Nova Granada,21333.999999999985,21333.999999999985,60262.00904672504,21870.286895479767,35062.2427897862,19067.184358261664,159326.9598784302,159429.5011326706,546.33
493,Recanto das Rosas,9150.999999999995,9150.999999999995,31030.997751313178,3265.5910110307323,5590.7356029912135,6129.50957402444,35751.213668642056,35457.44055200547,389.45
494,Jardim Novo Osasco,20615.000000000004,20859.333333333336,63563.013419473544,8938.095052167439,8284.202256035162,15534.142471583702,86288.32393604555,84754.93694832192,354.18
495,Jardim Veloso,38826.99999999992,38826.99999999992,121969.00304736193,24777.97174579759,24915.49184014903,26068.291786956284,148756.24671186449,150647.5795491917,678.57
496,Quitaúna,23961.000000000004,23961.000000000004,72058.99001624422,11115.828206649574,15902.044225487924,16755.41346967254,110144.9841255112,111941.08660992107,552.51
497,Jardim Piratininga,4242.000000000001,4293.176470588235,12790.003086753222,2176.5441915188235,4860.490667320048,3072.273311754695,21928.81046085459,21799.780519305525,350.75
498,Presidente Altino,4114.000000000001,4114.000000000001,11599.997845219747,2889.116144001298,17315.230863800145,2465.79867158537,47188.22349411254,47377.53943815236,247.56
499,Munhoz Junior,41453.00000000002,42479.87961789022,129339.98513385806,22302.26081187788,20876.301947253167,25526.10635748238,159839.8334620662,160212.20980615134,722.7
500,Rochdale,15732.000000000007,16768.19047619048,49817.012428688475,9736.811100739991,16028.129685329302,7703.178406198752,78049.9028262753,77831.31963490407,366.25
501,Mutinga,17138.000000000007,17138.000000000007,51302.00399033151,18616.310651577714,14369.658750573475,12244.562128714993,95810.68542645262,96262.4312801242,442.02
502,Três Montanhas,6338.999999999996,6595.354545454542,20742.00288015848,1993.5413463069483,21946.29786897517,4181.742225256969,46045.121696154834,45940.41228641064,957.92
503,Ribeirão Itaqui,2010.9999999999989,2010.9999999999989,5903.001881641955,808.6647016567515,9719.552389595925,1563.3970867538412,27045.247005928457,27319.399519606417,356.79
504,Jandira,35994.000000000015,35994.000000000015,106308.02320733169,19188.955723775012,22136.488868121647,21450.613830510192,149366.08481131736,149295.46291982481,680.44
505,Ribeirão das Pombas,2575.999999999998,2596.2999999999984,7933.000740989884,1558.955824597737,1362.774726413666,4580.682349515652,10032.66469751179,9962.268048458029,712.09
506,Granja Viana,11014.000000000013,11014.000000000013,33260.99788063578,8730.00741268384,28529.36502520755,12516.958522957462,81391.94912518747,80306.08852390344,1639.63
507,Fernando Nobre,7443.000000000005,7533.037037037042,23325.003452152072,3032.6117511247194,26012.60645455016,9090.850602504539,55758.03118377792,55937.24840227686,1976.97
508,Cotia,43725.99999999997,43725.99999999997,138852.98990113102,35387.89381685623,47510.989544938886,32178.767802357565,244646.8361921589,245657.83723565188,8045.11
509,Capueira,1700,1700,5504.9989657135575,685.8884789976906,1612.664752813128,856.7813158302121,6891.489223678771,6926.673265549976,2229.93
510,Caucaia,0,0,0,0,52.08861421739127,0,0,0,10265.92
511,Caucaia do Alto,10831.000000000002,10831.000000000002,36115.99066496692,7604.45660041809,11172.762640258945,6609.367285726281,57757.81104607739,57516.95994156024,8316.36
512,Vargem Grande Paulista,15763.000000000004,15763.000000000004,50556.99002482933,11762.137266003132,17806.644433752885,12278.423767797076,96142.55835481762,96244.74289613959,4257.94
513,Quatro Encruzilhadas,1199.9999999999998,1199.9999999999998,3587.0008106209634,50.915287803278666,534.2856737501241,1364.3932685578527,2968.1007372641957,2916.323908005924,2101.43
514,Itapevi,33436,33436,104625.99671307503,21137.02928636811,26504.80766639526,16058.915095484354,156888.74286350238,158308.60156470363,1070.03
515,Amador Bueno,38079.00000000001,38079.00000000001,120821.00820568492,26727.304102825736,25161.95360051941,21339.367849300314,154950.31749767254,154298.34655241988,5113.23
516,Santana de Parnaíba,41864.00000000004,41864.00000000004,131607.97884862698,32126.352595596836,48247.730904481155,42320.33676067998,213606.75245236076,214741.5855051297,18034.76
517,Pirapora do Bom Jesus,5614,5614,18107.00330380031,3417.0843494253254,5142.68978663092,2857.938903072193,22919.90685705871,22927.23443879601,10876.89
